,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3,coarseGrainedSketchInfo
0,further,d6a8931c94d5_1,trial_8_knob,trial_17_redsport,trial_26_crow,trial_7_basset,further_knob
1,further,d6a8931c94d5_2,trial_17_redsport,trial_26_crow,trial_7_basset,trial_8_knob,further_redsport
2,closer,d6a8931c94d5_4,trial_28_chihuahua,trial_18_pug,trial_23_weimaraner,trial_30_doberman,closer_chihuahua
3,further,d6a8931c94d5_7,trial_3_redantique,trial_14_robin,trial_27_sling,trial_2_bullmastiff,further_redantique
4,further,d6a8931c94d5_8,trial_7_basset,trial_17_redsport,trial_26_crow,trial_8_knob,further_basset
5,closer,d6a8931c94d5_9,trial_11_waiting,trial_22_leather,trial_32_squat,trial_5_inlay,closer_waiting
6,closer,d6a8931c94d5_10,trial_5_inlay,trial_11_waiting,trial_22_leather,trial_32_squat,closer_inlay
7,closer,d6a8931c94d5_11,trial_20_cuckoo,trial_12_bluejay,trial_19_pigeon,trial_29_sparrow,closer_cuckoo
8,further,d6a8931c94d5_12,trial_9_brown,trial_13_tomtit,trial_16_bloodhound,trial_21_woven,further_brown
9,closer,d6a8931c94d5_13,trial_31_bluesedan,trial_10_beetle,trial_1_bluesport,trial_6_hatchback,closer_bluesedan
10,closer,d6a8931c94d5_14,trial_10_beetle,trial_1_bluesport,trial_31_bluesedan,trial_6_hatchback,closer_beetle
11,further,d6a8931c94d5_15,trial_14_robin,trial_27_sling,trial_2_bullmastiff,trial_3_redantique,further_robin
12,further,d6a8931c94d5_16,trial_16_bloodhound,trial_13_tomtit,trial_21_woven,trial_9_brown,further_bloodhound
13,further,d6a8931c94d5_17,trial_4_straight,trial_15_nightingale,trial_24_white,trial_25_goldenretriever,further_straight
14,closer,d6a8931c94d5_18,trial_6_hatchback,trial_10_beetle,trial_1_bluesport,trial_31_bluesedan,closer_hatchback
15,further,d6a8931c94d5_20,trial_24_white,trial_15_nightingale,trial_25_goldenretriever,trial_4_straight,further_white
16,further,d6a8931c94d5_21,trial_13_tomtit,trial_16_bloodhound,trial_21_woven,trial_9_brown,further_tomtit
17,further,d6a8931c94d5_22,trial_2_bullmastiff,trial_14_robin,trial_27_sling,trial_3_redantique,further_bullmastiff
18,closer,d6a8931c94d5_23,trial_22_leather,trial_11_waiting,trial_32_squat,trial_5_inlay,closer_leather
19,further,d6a8931c94d5_24,trial_15_nightingale,trial_24_white,trial_25_goldenretriever,trial_4_straight,further_nightingale
20,closer,d6a8931c94d5_25,trial_32_squat,trial_11_waiting,trial_22_leather,trial_5_inlay,closer_squat
21,further,d6a8931c94d5_26,trial_21_woven,trial_13_tomtit,trial_16_bloodhound,trial_9_brown,further_woven
22,closer,d6a8931c94d5_27,trial_12_bluejay,trial_19_pigeon,trial_20_cuckoo,trial_29_sparrow,closer_bluejay
23,further,d6a8931c94d5_28,trial_26_crow,trial_17_redsport,trial_7_basset,trial_8_knob,further_crow
24,further,d6a8931c94d5_29,trial_27_sling,trial_14_robin,trial_2_bullmastiff,trial_3_redantique,further_sling
25,closer,d6a8931c94d5_30,trial_30_doberman,trial_18_pug,trial_23_weimaraner,trial_28_chihuahua,closer_doberman
26,closer,d6a8931c94d5_31,trial_19_pigeon,trial_12_bluejay,trial_20_cuckoo,trial_29_sparrow,closer_pigeon
27,further,d6a8931c94d5_32,trial_25_goldenretriever,trial_15_nightingale,trial_24_white,trial_4_straight,further_goldenretriever
28,closer,a061099290fc_1,trial_4_straight,trial_11_waiting,trial_32_squat,trial_5_inlay,closer_straight
29,closer,a061099290fc_2,trial_18_pug,trial_23_weimaraner,trial_2_bullmastiff,trial_30_doberman,closer_pug
30,further,a061099290fc_3,trial_19_pigeon,trial_17_redsport,trial_28_chihuahua,trial_8_knob,further_pigeon
31,further,a061099290fc_4,trial_8_knob,trial_17_redsport,trial_19_pigeon,trial_28_chihuahua,further_knob
32,closer,a061099290fc_5,trial_14_robin,trial_12_bluejay,trial_13_tomtit,trial_20_cuckoo,closer_robin
33,further,a061099290fc_6,trial_17_redsport,trial_19_pigeon,trial_28_chihuahua,trial_8_knob,further_redsport
34,closer,a061099290fc_7,trial_20_cuckoo,trial_12_bluejay,trial_13_tomtit,trial_14_robin,closer_cuckoo
35,closer,a061099290fc_8,trial_3_redantique,trial_1_bluesport,trial_24_white,trial_31_bluesedan,closer_redantique
36,further,a061099290fc_9,trial_9_brown,trial_15_nightingale,trial_21_woven,trial_7_basset,further_brown
37,closer,a061099290fc_10,trial_30_doberman,trial_18_pug,trial_23_weimaraner,trial_2_bullmastiff,closer_doberman
38,closer,a061099290fc_11,trial_23_weimaraner,trial_18_pug,trial_2_bullmastiff,trial_30_doberman,closer_weimaraner
39,closer,a061099290fc_12,trial_12_bluejay,trial_13_tomtit,trial_14_robin,trial_20_cuckoo,closer_bluejay
40,further,a061099290fc_13,trial_16_bloodhound,trial_26_crow,trial_27_sling,trial_6_hatchback,further_bloodhound
41,closer,a061099290fc_14,trial_1_bluesport,trial_24_white,trial_31_bluesedan,trial_3_redantique,closer_bluesport
42,further,a061099290fc_15,trial_26_crow,trial_16_bloodhound,trial_27_sling,trial_6_hatchback,further_crow
43,further,a061099290fc_16,trial_22_leather,trial_10_beetle,trial_25_goldenretriever,trial_29_sparrow,further_leather
44,further,a061099290fc_17,trial_10_beetle,trial_22_leather,trial_25_goldenretriever,trial_29_sparrow,further_beetle
45,further,a061099290fc_18,trial_27_sling,trial_16_bloodhound,trial_26_crow,trial_6_hatchback,further_sling
46,further,a061099290fc_19,trial_29_sparrow,trial_10_beetle,trial_22_leather,trial_25_goldenretriever,further_sparrow
47,further,a061099290fc_20,trial_6_hatchback,trial_16_bloodhound,trial_26_crow,trial_27_sling,further_hatchback
48,further,a061099290fc_21,trial_28_chihuahua,trial_17_redsport,trial_19_pigeon,trial_8_knob,further_chihuahua
49,closer,a061099290fc_22,trial_13_tomtit,trial_12_bluejay,trial_14_robin,trial_20_cuckoo,closer_tomtit
50,closer,a061099290fc_23,trial_24_white,trial_1_bluesport,trial_31_bluesedan,trial_3_redantique,closer_white
51,closer,a061099290fc_24,trial_11_waiting,trial_32_squat,trial_4_straight,trial_5_inlay,closer_waiting
52,further,a061099290fc_25,trial_21_woven,trial_15_nightingale,trial_7_basset,trial_9_brown,further_woven
53,closer,a061099290fc_26,trial_32_squat,trial_11_waiting,trial_4_straight,trial_5_inlay,closer_squat
54,closer,a061099290fc_27,trial_5_inlay,trial_11_waiting,trial_32_squat,trial_4_straight,closer_inlay
55,closer,a061099290fc_28,trial_2_bullmastiff,trial_18_pug,trial_23_weimaraner,trial_30_doberman,closer_bullmastiff
56,further,a061099290fc_29,trial_25_goldenretriever,trial_10_beetle,trial_22_leather,trial_29_sparrow,further_goldenretriever
57,further,a061099290fc_30,trial_7_basset,trial_15_nightingale,trial_21_woven,trial_9_brown,further_basset
58,closer,a061099290fc_31,trial_31_bluesedan,trial_1_bluesport,trial_24_white,trial_3_redantique,closer_bluesedan
59,further,a061099290fc_32,trial_15_nightingale,trial_21_woven,trial_7_basset,trial_9_brown,further_nightingale
60,closer,66caff2a72e4_1,trial_30_doberman,trial_25_goldenretriever,trial_28_chihuahua,trial_7_basset,closer_doberman
61,closer,66caff2a72e4_2,trial_25_goldenretriever,trial_28_chihuahua,trial_30_doberman,trial_7_basset,closer_goldenretriever
62,closer,66caff2a72e4_3,trial_32_squat,trial_21_woven,trial_22_leather,trial_5_inlay,closer_squat
63,closer,66caff2a72e4_4,trial_5_inlay,trial_21_woven,trial_22_leather,trial_32_squat,closer_inlay
64,further,66caff2a72e4_5,trial_18_pug,trial_19_pigeon,trial_1_bluesport,trial_27_sling,further_pug
65,further,66caff2a72e4_6,trial_27_sling,trial_18_pug,trial_19_pigeon,trial_1_bluesport,further_sling
66,further,66caff2a72e4_8,trial_16_bloodhound,trial_12_bluejay,trial_6_hatchback,trial_8_knob,further_bloodhound
67,closer,66caff2a72e4_9,trial_9_brown,trial_10_beetle,trial_24_white,trial_3_redantique,closer_brown
68,further,66caff2a72e4_10,trial_1_bluesport,trial_18_pug,trial_19_pigeon,trial_27_sling,further_bluesport
69,closer,66caff2a72e4_11,trial_7_basset,trial_25_goldenretriever,trial_28_chihuahua,trial_30_doberman,closer_basset
70,further,66caff2a72e4_12,trial_11_waiting,trial_15_nightingale,trial_2_bullmastiff,trial_31_bluesedan,further_waiting
71,further,66caff2a72e4_14,trial_31_bluesedan,trial_11_waiting,trial_15_nightingale,trial_2_bullmastiff,further_bluesedan
72,further,66caff2a72e4_15,trial_4_straight,trial_17_redsport,trial_20_cuckoo,trial_23_weimaraner,further_straight
73,further,66caff2a72e4_16,trial_17_redsport,trial_20_cuckoo,trial_23_weimaraner,trial_4_straight,further_redsport
74,further,66caff2a72e4_18,trial_20_cuckoo,trial_17_redsport,trial_23_weimaraner,trial_4_straight,further_cuckoo
75,closer,66caff2a72e4_19,trial_13_tomtit,trial_14_robin,trial_26_crow,trial_29_sparrow,closer_tomtit
76,further,66caff2a72e4_20,trial_15_nightingale,trial_11_waiting,trial_2_bullmastiff,trial_31_bluesedan,further_nightingale
77,closer,66caff2a72e4_21,trial_22_leather,trial_21_woven,trial_32_squat,trial_5_inlay,closer_leather
78,closer,66caff2a72e4_22,trial_24_white,trial_10_beetle,trial_3_redantique,trial_9_brown,closer_white
79,further,66caff2a72e4_23,trial_2_bullmastiff,trial_11_waiting,trial_15_nightingale,trial_31_bluesedan,further_bullmastiff
80,closer,66caff2a72e4_24,trial_26_crow,trial_13_tomtit,trial_14_robin,trial_29_sparrow,closer_crow
81,further,66caff2a72e4_25,trial_23_weimaraner,trial_17_redsport,trial_20_cuckoo,trial_4_straight,further_weimaraner
82,further,66caff2a72e4_26,trial_12_bluejay,trial_16_bloodhound,trial_6_hatchback,trial_8_knob,further_bluejay
83,further,66caff2a72e4_27,trial_8_knob,trial_12_bluejay,trial_16_bloodhound,trial_6_hatchback,further_knob
84,closer,66caff2a72e4_28,trial_3_redantique,trial_10_beetle,trial_24_white,trial_9_brown,closer_redantique
85,further,66caff2a72e4_29,trial_19_pigeon,trial_18_pug,trial_1_bluesport,trial_27_sling,further_pigeon
86,closer,66caff2a72e4_30,trial_21_woven,trial_22_leather,trial_32_squat,trial_5_inlay,closer_woven
87,further,66caff2a72e4_31,trial_6_hatchback,trial_12_bluejay,trial_16_bloodhound,trial_8_knob,further_hatchback
88,closer,66caff2a72e4_32,trial_28_chihuahua,trial_25_goldenretriever,trial_30_doberman,trial_7_basset,closer_chihuahua
89,closer,e49efb324a4b_1,trial_29_sparrow,trial_13_tomtit,trial_15_nightingale,trial_26_crow,closer_sparrow
90,further,e49efb324a4b_2,trial_16_bloodhound,trial_19_pigeon,trial_5_inlay,trial_6_hatchback,further_bloodhound
91,further,e49efb324a4b_3,trial_27_sling,trial_17_redsport,trial_20_cuckoo,trial_28_chihuahua,further_sling
92,further,e49efb324a4b_4,trial_28_chihuahua,trial_17_redsport,trial_20_cuckoo,trial_27_sling,further_chihuahua
93,further,e49efb324a4b_5,trial_17_redsport,trial_20_cuckoo,trial_27_sling,trial_28_chihuahua,further_redsport
94,further,e49efb324a4b_6,trial_19_pigeon,trial_16_bloodhound,trial_5_inlay,trial_6_hatchback,further_pigeon
95,closer,e49efb324a4b_7,trial_22_leather,trial_21_woven,trial_4_straight,trial_8_knob,closer_leather
96,closer,e49efb324a4b_9,trial_4_straight,trial_21_woven,trial_22_leather,trial_8_knob,closer_straight
97,closer,e49efb324a4b_10,trial_10_beetle,trial_1_bluesport,trial_24_white,trial_3_redantique,closer_beetle
98,further,e49efb324a4b_11,trial_18_pug,trial_14_robin,trial_31_bluesedan,trial_32_squat,further_pug
99,closer,e49efb324a4b_12,trial_3_redantique,trial_10_beetle,trial_1_bluesport,trial_24_white,closer_redantique
100,further,e49efb324a4b_13,trial_14_robin,trial_18_pug,trial_31_bluesedan,trial_32_squat,further_robin
101,further,e49efb324a4b_14,trial_6_hatchback,trial_16_bloodhound,trial_19_pigeon,trial_5_inlay,further_hatchback
102,further,e49efb324a4b_15,trial_7_basset,trial_11_waiting,trial_12_bluejay,trial_9_brown,further_basset
103,closer,e49efb324a4b_16,trial_25_goldenretriever,trial_23_weimaraner,trial_2_bullmastiff,trial_30_doberman,closer_goldenretriever
104,further,e49efb324a4b_17,trial_12_bluejay,trial_11_waiting,trial_7_basset,trial_9_brown,further_bluejay
105,further,e49efb324a4b_18,trial_11_waiting,trial_12_bluejay,trial_7_basset,trial_9_brown,further_waiting
106,closer,e49efb324a4b_19,trial_30_doberman,trial_23_weimaraner,trial_25_goldenretriever,trial_2_bullmastiff,closer_doberman
107,closer,e49efb324a4b_21,trial_26_crow,trial_13_tomtit,trial_15_nightingale,trial_29_sparrow,closer_crow
108,closer,e49efb324a4b_22,trial_13_tomtit,trial_15_nightingale,trial_26_crow,trial_29_sparrow,closer_tomtit
109,further,e49efb324a4b_23,trial_9_brown,trial_11_waiting,trial_12_bluejay,trial_7_basset,further_brown
110,further,e49efb324a4b_24,trial_20_cuckoo,trial_17_redsport,trial_27_sling,trial_28_chihuahua,further_cuckoo
111,further,e49efb324a4b_25,trial_5_inlay,trial_16_bloodhound,trial_19_pigeon,trial_6_hatchback,further_inlay
112,further,e49efb324a4b_26,trial_32_squat,trial_14_robin,trial_18_pug,trial_31_bluesedan,further_squat
113,closer,e49efb324a4b_27,trial_23_weimaraner,trial_25_goldenretriever,trial_2_bullmastiff,trial_30_doberman,closer_weimaraner
114,closer,e49efb324a4b_28,trial_2_bullmastiff,trial_23_weimaraner,trial_25_goldenretriever,trial_30_doberman,closer_bullmastiff
115,closer,e49efb324a4b_29,trial_21_woven,trial_22_leather,trial_4_straight,trial_8_knob,closer_woven
116,further,e49efb324a4b_30,trial_31_bluesedan,trial_14_robin,trial_18_pug,trial_32_squat,further_bluesedan
117,closer,e49efb324a4b_32,trial_8_knob,trial_21_woven,trial_22_leather,trial_4_straight,closer_knob
118,closer,b99247975eb2_1,trial_8_knob,trial_27_sling,trial_4_straight,trial_5_inlay,closer_knob
119,further,b99247975eb2_2,trial_24_white,trial_22_leather,trial_26_crow,trial_7_basset,further_white
120,closer,b99247975eb2_3,trial_12_bluejay,trial_13_tomtit,trial_19_pigeon,trial_20_cuckoo,closer_bluejay
121,further,b99247975eb2_4,trial_3_redantique,trial_11_waiting,trial_18_pug,trial_29_sparrow,further_redantique
122,further,b99247975eb2_5,trial_11_waiting,trial_18_pug,trial_29_sparrow,trial_3_redantique,further_waiting
123,further,b99247975eb2_6,trial_15_nightingale,trial_10_beetle,trial_21_woven,trial_23_weimaraner,further_nightingale
124,closer,b99247975eb2_7,trial_6_hatchback,trial_17_redsport,trial_1_bluesport,trial_31_bluesedan,closer_hatchback
125,closer,b99247975eb2_8,trial_13_tomtit,trial_12_bluejay,trial_19_pigeon,trial_20_cuckoo,closer_tomtit
126,closer,b99247975eb2_9,trial_4_straight,trial_27_sling,trial_5_inlay,trial_8_knob,closer_straight
127,closer,b99247975eb2_10,trial_5_inlay,trial_27_sling,trial_4_straight,trial_8_knob,closer_inlay
128,further,b99247975eb2_11,trial_7_basset,trial_22_leather,trial_24_white,trial_26_crow,further_basset
129,further,b99247975eb2_12,trial_9_brown,trial_14_robin,trial_28_chihuahua,trial_32_squat,further_brown
130,closer,b99247975eb2_27,trial_20_cuckoo,trial_12_bluejay,trial_13_tomtit,trial_19_pigeon,closer_cuckoo
131,further,e0c743c2db0d_1,trial_13_tomtit,trial_7_basset,trial_8_knob,trial_9_brown,further_tomtit
132,closer,e0c743c2db0d_2,trial_25_goldenretriever,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,closer_goldenretriever
133,closer,e0c743c2db0d_3,trial_15_nightingale,trial_14_robin,trial_19_pigeon,trial_20_cuckoo,closer_nightingale
134,further,e0c743c2db0d_4,trial_31_bluesedan,trial_29_sparrow,trial_30_doberman,trial_4_straight,further_bluesedan
135,further,e0c743c2db0d_5,trial_3_redantique,trial_23_weimaraner,trial_26_crow,trial_32_squat,further_redantique
136,closer,e0c743c2db0d_6,trial_5_inlay,trial_11_waiting,trial_21_woven,trial_22_leather,closer_inlay
137,closer,e0c743c2db0d_7,trial_14_robin,trial_15_nightingale,trial_19_pigeon,trial_20_cuckoo,closer_robin
138,closer,e0c743c2db0d_8,trial_24_white,trial_10_beetle,trial_1_bluesport,trial_6_hatchback,closer_white
139,further,e0c743c2db0d_9,trial_2_bullmastiff,trial_12_bluejay,trial_17_redsport,trial_27_sling,further_bullmastiff
140,closer,e0c743c2db0d_10,trial_19_pigeon,trial_14_robin,trial_15_nightingale,trial_20_cuckoo,closer_pigeon
141,closer,e0c743c2db0d_11,trial_22_leather,trial_11_waiting,trial_21_woven,trial_5_inlay,closer_leather
142,closer,e0c743c2db0d_12,trial_11_waiting,trial_21_woven,trial_22_leather,trial_5_inlay,closer_waiting
143,further,e0c743c2db0d_13,trial_26_crow,trial_23_weimaraner,trial_32_squat,trial_3_redantique,further_crow
144,closer,e0c743c2db0d_14,trial_21_woven,trial_11_waiting,trial_22_leather,trial_5_inlay,closer_woven
145,further,e0c743c2db0d_15,trial_30_doberman,trial_29_sparrow,trial_31_bluesedan,trial_4_straight,further_doberman
146,further,e0c743c2db0d_16,trial_23_weimaraner,trial_26_crow,trial_32_squat,trial_3_redantique,further_weimaraner
147,further,e0c743c2db0d_17,trial_27_sling,trial_12_bluejay,trial_17_redsport,trial_2_bullmastiff,further_sling
148,closer,e0c743c2db0d_18,trial_16_bloodhound,trial_18_pug,trial_25_goldenretriever,trial_28_chihuahua,closer_bloodhound
149,further,e0c743c2db0d_19,trial_9_brown,trial_13_tomtit,trial_7_basset,trial_8_knob,further_brown
150,further,e0c743c2db0d_20,trial_12_bluejay,trial_17_redsport,trial_27_sling,trial_2_bullmastiff,further_bluejay
151,closer,e0c743c2db0d_21,trial_20_cuckoo,trial_14_robin,trial_15_nightingale,trial_19_pigeon,closer_cuckoo
152,further,e0c743c2db0d_22,trial_32_squat,trial_23_weimaraner,trial_26_crow,trial_3_redantique,further_squat
153,closer,e0c743c2db0d_23,trial_18_pug,trial_16_bloodhound,trial_25_goldenretriever,trial_28_chihuahua,closer_pug
154,further,e0c743c2db0d_24,trial_7_basset,trial_13_tomtit,trial_8_knob,trial_9_brown,further_basset
155,further,e0c743c2db0d_25,trial_17_redsport,trial_12_bluejay,trial_27_sling,trial_2_bullmastiff,further_redsport
156,further,e0c743c2db0d_26,trial_4_straight,trial_29_sparrow,trial_30_doberman,trial_31_bluesedan,further_straight
157,closer,e0c743c2db0d_27,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_25_goldenretriever,closer_chihuahua
158,closer,e0c743c2db0d_28,trial_6_hatchback,trial_10_beetle,trial_1_bluesport,trial_24_white,closer_hatchback
159,closer,e0c743c2db0d_29,trial_10_beetle,trial_1_bluesport,trial_24_white,trial_6_hatchback,closer_beetle
160,closer,e0c743c2db0d_30,trial_1_bluesport,trial_10_beetle,trial_24_white,trial_6_hatchback,closer_bluesport
161,further,e0c743c2db0d_31,trial_29_sparrow,trial_30_doberman,trial_31_bluesedan,trial_4_straight,further_sparrow
162,further,e0c743c2db0d_32,trial_8_knob,trial_13_tomtit,trial_7_basset,trial_9_brown,further_knob
163,further,23a1e8c79e67_1,trial_11_waiting,trial_15_nightingale,trial_16_bloodhound,trial_1_bluesport,further_waiting
164,closer,23a1e8c79e67_2,trial_5_inlay,trial_27_sling,trial_4_straight,trial_8_knob,closer_inlay
165,further,23a1e8c79e67_3,trial_28_chihuahua,trial_17_redsport,trial_26_crow,trial_32_squat,further_chihuahua
166,closer,23a1e8c79e67_4,trial_27_sling,trial_4_straight,trial_5_inlay,trial_8_knob,closer_sling
167,further,23a1e8c79e67_6,trial_16_bloodhound,trial_11_waiting,trial_15_nightingale,trial_1_bluesport,further_bloodhound
168,further,23a1e8c79e67_7,trial_15_nightingale,trial_11_waiting,trial_16_bloodhound,trial_1_bluesport,further_nightingale
169,closer,23a1e8c79e67_8,trial_7_basset,trial_23_weimaraner,trial_2_bullmastiff,trial_30_doberman,closer_basset
170,closer,23a1e8c79e67_9,trial_9_brown,trial_10_beetle,trial_31_bluesedan,trial_3_redantique,closer_brown
171,further,23a1e8c79e67_10,trial_1_bluesport,trial_11_waiting,trial_15_nightingale,trial_16_bloodhound,further_bluesport
172,closer,23a1e8c79e67_11,trial_13_tomtit,trial_12_bluejay,trial_14_robin,trial_19_pigeon,closer_tomtit
173,closer,23a1e8c79e67_12,trial_19_pigeon,trial_12_bluejay,trial_13_tomtit,trial_14_robin,closer_pigeon
174,closer,23a1e8c79e67_14,trial_23_weimaraner,trial_2_bullmastiff,trial_30_doberman,trial_7_basset,closer_weimaraner
175,further,23a1e8c79e67_15,trial_17_redsport,trial_26_crow,trial_28_chihuahua,trial_32_squat,further_redsport
176,closer,23a1e8c79e67_16,trial_2_bullmastiff,trial_23_weimaraner,trial_30_doberman,trial_7_basset,closer_bullmastiff
177,further,23a1e8c79e67_17,trial_6_hatchback,trial_20_cuckoo,trial_22_leather,trial_25_goldenretriever,further_hatchback
178,closer,23a1e8c79e67_18,trial_10_beetle,trial_31_bluesedan,trial_3_redantique,trial_9_brown,closer_beetle
179,further,23a1e8c79e67_19,trial_32_squat,trial_17_redsport,trial_26_crow,trial_28_chihuahua,further_squat
180,further,23a1e8c79e67_20,trial_24_white,trial_18_pug,trial_21_woven,trial_29_sparrow,further_white
181,closer,23a1e8c79e67_21,trial_30_doberman,trial_23_weimaraner,trial_2_bullmastiff,trial_7_basset,closer_doberman
182,closer,23a1e8c79e67_22,trial_8_knob,trial_27_sling,trial_4_straight,trial_5_inlay,closer_knob
183,closer,23a1e8c79e67_23,trial_4_straight,trial_27_sling,trial_5_inlay,trial_8_knob,closer_straight
184,further,23a1e8c79e67_24,trial_20_cuckoo,trial_22_leather,trial_25_goldenretriever,trial_6_hatchback,further_cuckoo
185,further,23a1e8c79e67_25,trial_18_pug,trial_21_woven,trial_24_white,trial_29_sparrow,further_pug
186,further,23a1e8c79e67_26,trial_21_woven,trial_18_pug,trial_24_white,trial_29_sparrow,further_woven
187,further,23a1e8c79e67_27,trial_25_goldenretriever,trial_20_cuckoo,trial_22_leather,trial_6_hatchback,further_goldenretriever
188,closer,23a1e8c79e67_28,trial_12_bluejay,trial_13_tomtit,trial_14_robin,trial_19_pigeon,closer_bluejay
189,further,23a1e8c79e67_29,trial_26_crow,trial_17_redsport,trial_28_chihuahua,trial_32_squat,further_crow
190,closer,23a1e8c79e67_30,trial_14_robin,trial_12_bluejay,trial_13_tomtit,trial_19_pigeon,closer_robin
191,further,23a1e8c79e67_31,trial_22_leather,trial_20_cuckoo,trial_25_goldenretriever,trial_6_hatchback,further_leather
192,closer,23a1e8c79e67_32,trial_3_redantique,trial_10_beetle,trial_31_bluesedan,trial_9_brown,closer_redantique
193,further,77cb88a647c4_1,trial_30_doberman,trial_15_nightingale,trial_31_bluesedan,trial_5_inlay,further_doberman
194,closer,77cb88a647c4_2,trial_4_straight,trial_21_woven,trial_22_leather,trial_32_squat,closer_straight
195,closer,77cb88a647c4_4,trial_9_brown,trial_10_beetle,trial_3_redantique,trial_6_hatchback,closer_brown
196,closer,77cb88a647c4_5,trial_18_pug,trial_16_bloodhound,trial_2_bullmastiff,trial_7_basset,closer_pug
197,further,77cb88a647c4_6,trial_11_waiting,trial_1_bluesport,trial_20_cuckoo,trial_25_goldenretriever,further_waiting
198,further,77cb88a647c4_7,trial_27_sling,trial_14_robin,trial_23_weimaraner,trial_24_white,further_sling
199,further,77cb88a647c4_8,trial_13_tomtit,trial_17_redsport,trial_28_chihuahua,trial_8_knob,further_tomtit
200,further,77cb88a647c4_9,trial_20_cuckoo,trial_11_waiting,trial_1_bluesport,trial_25_goldenretriever,further_cuckoo
201,further,77cb88a647c4_10,trial_25_goldenretriever,trial_11_waiting,trial_1_bluesport,trial_20_cuckoo,further_goldenretriever
202,further,77cb88a647c4_11,trial_1_bluesport,trial_11_waiting,trial_20_cuckoo,trial_25_goldenretriever,further_bluesport
203,closer,77cb88a647c4_12,trial_22_leather,trial_21_woven,trial_32_squat,trial_4_straight,closer_leather
204,further,77cb88a647c4_13,trial_15_nightingale,trial_30_doberman,trial_31_bluesedan,trial_5_inlay,further_nightingale
205,closer,77cb88a647c4_14,trial_12_bluejay,trial_19_pigeon,trial_26_crow,trial_29_sparrow,closer_bluejay
206,further,77cb88a647c4_15,trial_5_inlay,trial_15_nightingale,trial_30_doberman,trial_31_bluesedan,further_inlay
207,closer,77cb88a647c4_16,trial_2_bullmastiff,trial_16_bloodhound,trial_18_pug,trial_7_basset,closer_bullmastiff
208,closer,77cb88a647c4_17,trial_16_bloodhound,trial_18_pug,trial_2_bullmastiff,trial_7_basset,closer_bloodhound
209,closer,77cb88a647c4_18,trial_29_sparrow,trial_12_bluejay,trial_19_pigeon,trial_26_crow,closer_sparrow
210,closer,77cb88a647c4_19,trial_10_beetle,trial_3_redantique,trial_6_hatchback,trial_9_brown,closer_beetle
211,further,77cb88a647c4_20,trial_8_knob,trial_13_tomtit,trial_17_redsport,trial_28_chihuahua,further_knob
212,further,77cb88a647c4_21,trial_28_chihuahua,trial_13_tomtit,trial_17_redsport,trial_8_knob,further_chihuahua
213,closer,77cb88a647c4_22,trial_3_redantique,trial_10_beetle,trial_6_hatchback,trial_9_brown,closer_redantique
214,closer,77cb88a647c4_23,trial_21_woven,trial_22_leather,trial_32_squat,trial_4_straight,closer_woven
215,closer,77cb88a647c4_24,trial_7_basset,trial_16_bloodhound,trial_18_pug,trial_2_bullmastiff,closer_basset
216,further,77cb88a647c4_25,trial_24_white,trial_14_robin,trial_23_weimaraner,trial_27_sling,further_white
217,further,77cb88a647c4_26,trial_17_redsport,trial_13_tomtit,trial_28_chihuahua,trial_8_knob,further_redsport
218,closer,77cb88a647c4_27,trial_32_squat,trial_21_woven,trial_22_leather,trial_4_straight,closer_squat
219,further,77cb88a647c4_28,trial_31_bluesedan,trial_15_nightingale,trial_30_doberman,trial_5_inlay,further_bluesedan
220,further,77cb88a647c4_29,trial_14_robin,trial_23_weimaraner,trial_24_white,trial_27_sling,further_robin
221,closer,77cb88a647c4_30,trial_19_pigeon,trial_12_bluejay,trial_26_crow,trial_29_sparrow,closer_pigeon
222,closer,77cb88a647c4_31,trial_26_crow,trial_12_bluejay,trial_19_pigeon,trial_29_sparrow,closer_crow
223,further,77cb88a647c4_32,trial_23_weimaraner,trial_14_robin,trial_24_white,trial_27_sling,further_weimaraner
224,further,44cd69623cb7_1,trial_8_knob,trial_13_tomtit,trial_23_weimaraner,trial_24_white,further_knob
225,further,44cd69623cb7_2,trial_23_weimaraner,trial_13_tomtit,trial_24_white,trial_8_knob,further_weimaraner
226,further,44cd69623cb7_3,trial_18_pug,trial_10_beetle,trial_14_robin,trial_22_leather,further_pug
227,closer,44cd69623cb7_4,trial_15_nightingale,trial_12_bluejay,trial_26_crow,trial_29_sparrow,closer_nightingale
228,closer,44cd69623cb7_5,trial_27_sling,trial_11_waiting,trial_21_woven,trial_32_squat,closer_sling
229,closer,44cd69623cb7_6,trial_11_waiting,trial_21_woven,trial_27_sling,trial_32_squat,closer_waiting
230,further,44cd69623cb7_7,trial_13_tomtit,trial_23_weimaraner,trial_24_white,trial_8_knob,further_tomtit
231,further,44cd69623cb7_8,trial_7_basset,trial_20_cuckoo,trial_31_bluesedan,trial_5_inlay,further_basset
232,further,44cd69623cb7_10,trial_16_bloodhound,trial_19_pigeon,trial_4_straight,trial_9_brown,further_bloodhound
233,further,44cd69623cb7_12,trial_5_inlay,trial_20_cuckoo,trial_31_bluesedan,trial_7_basset,further_inlay
